show_id,title,StreamR,listed_in,date_added,release_year,country,Kids_TV,British,Cult,Crime,Docuseries,International,Kids,Reality,Romantic,Spanish,Stand_Up_Comedy,Action,Comedies,Dramas,Horror,Sci_Fi,TV_Shows
81095101,Vagabond,TV_Show,"International TV Shows, Korean TV Shows, TV Action & Adventure",9/21/2019,2019,South Korea,International TV Shows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80195173,Battlefish,TV_Show,"Reality TV, Science & Nature TV, TV Action & Adventure",9/21/2018,2018,,Reality TV,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80241960,DRAGON PILOT: Hisone & Masotan,TV_Show,"Anime Series, International TV Shows",9/21/2018,2018,Japan,Anime Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80115346,Hilda,TV_Show,Kids' TV,9/21/2018,2018,"United Kingdom, Canada, United States",Kids' TV,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80124522,Maniac,TV_Show,"TV Comedies, TV Dramas, TV Mysteries",9/21/2018,2018,United States,TV Comedies,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80157073,The Good Cop,TV_Show,"Crime TV Shows, TV Comedies, TV Dramas",9/21/2018,2018,United States,Crime TV Shows,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81020513,Criminal: France,TV_Show,"Crime TV Shows, International TV Shows, TV Dramas",9/20/2019,2019,,Crime TV Shows,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81020518,Criminal: Germany,TV_Show,"Crime TV Shows, International TV Shows, TV Dramas",9/20/2019,2019,,Crime TV Shows,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81020523,Criminal: Spain,TV_Show,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",9/20/2019,2019,,Crime TV Shows,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80216172,Criminal: UK,TV_Show,"British TV Shows, Crime TV Shows, International TV Shows",9/20/2019,2019,"United Kingdom, France, Germany, Spain",British TV Shows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80184771,Inside Bill's Brain: Decoding Bill Gates,TV_Show,"Docuseries, Science & Nature TV",9/20/2019,2019,United States,Docuseries,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
81000389,The Hockey Girls,TV_Show,"International TV Shows, TV Comedies, TV Dramas",9/20/2019,2019,Spain,International TV Shows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80244627,Two Sentence Horror Stories,TV_Show,"TV Horror, Teen TV Shows",9/20/2019,2019,United States,TV Horror,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80189183,Mobile Suit Gundam UC,TV_Show,"Anime Series, International TV Shows",9/20/2018,2014,Japan,Anime Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80224294,Monkey Twins,TV_Show,"Crime TV Shows, International TV Shows, TV Action & Adventure",9/2/2018,2018,Thailand,Crime TV Shows,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80128096,Chef's Table: France,TV_Show,Docuseries,9/2/2016,2016,,Docuseries,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80057610,Kulipari: An Army of Frogs,TV_Show,Kids' TV,9/2/2016,2016,United States,Kids' TV,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70259208,Transformers: Rescue Bots,TV_Show,Kids' TV,9/19/2018,2016,"Canada, United States",Kids' TV,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80176878,Manhunt,TV_Show,"Crime TV Shows, TV Dramas, TV Mysteries",9/19/2017,2017,United States,Crime TV Shows,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81144925,When the Camellia Blooms,TV_Show,"International TV Shows, Korean TV Shows, Romantic TV Shows",9/18/2019,2019,South Korea,International TV Shows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80136785,Forget Me Not,TV_Show,"International TV Shows, TV Dramas",9/18/2017,2011,United Kingdom,International TV Shows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80135278,The Beat,TV_Show,"International TV Shows, TV Dramas",9/18/2017,2012,,International TV Shows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80136452,Timeless Season,TV_Show,"International TV Shows, TV Dramas",9/18/2017,2009,,International TV Shows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
70178604,Ancient Aliens,TV_Show,"Docuseries, Science & Nature TV",9/17/2019,2010,United States,Docuseries,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80219119,The Last Kids on Earth,TV_Show,"Kids' TV, TV Comedies",9/17/2019,2019,United States,Kids' TV,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80165072,Click for Murder,TV_Show,"British TV Shows, Crime TV Shows, Docuseries",9/17/2017,2017,United Kingdom,British TV Shows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70251519,America's Book of Secrets,TV_Show,Docuseries,9/15/2019,2014,United States,Docuseries,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
81174992,Bakugan: Battle Planet,TV_Show,"Anime Series, Kids' TV",9/15/2019,2018,"Japan, Canada, South Korea",Anime Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81044365,Cold Case Files,TV_Show,"Crime TV Shows, Docuseries",9/15/2019,2017,United States,Crime TV Shows,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
70143865,Pawn Stars,TV_Show,Reality TV,9/15/2019,2010,United States,Reality TV,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
81069393,Surviving R. Kelly,TV_Show,Docuseries,9/15/2019,2019,United States,Docuseries,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80012550,The Curse of Oak Island,TV_Show,Docuseries,9/15/2019,2014,United States,Docuseries,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
81176196,The Rap Game,TV_Show,Reality TV,9/15/2019,2016,United States,Reality TV,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70143831,The Universe,TV_Show,"Docuseries, Science & Nature TV",9/15/2019,2009,United States,Docuseries,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
81003648,Al Hayba,TV_Show,"Crime TV Shows, International TV Shows, TV Dramas",9/15/2018,2017,Lebanon,Crime TV Shows,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80241102,Cabins in the Wild with Dick Strawbridge,TV_Show,"British TV Shows, International TV Shows, Reality TV",9/15/2018,2017,United Kingdom,British TV Shows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80241103,How to Live Mortgage Free with Sarah Beeny,TV_Show,"British TV Shows, International TV Shows, Reality TV",9/15/2018,2018,,British TV Shows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80240816,Inside The Freemasons,TV_Show,"British TV Shows, Docuseries, International TV Shows",9/15/2018,2017,United Kingdom,British TV Shows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80202129,The Five,TV_Show,"British TV Shows, Crime TV Shows, TV Dramas",9/15/2017,2016,United Kingdom,British TV Shows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80126566,Wartime Portraits,TV_Show,"Docuseries, International TV Shows",9/15/2016,2014,Poland,Docuseries,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80243899,Behind the Newsroom,TV_Show,"International TV Shows, Romantic TV Shows, TV Dramas",9/14/2018,2015,,International TV Shows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80220035,Boca Juniors Confidential,TV_Show,"Docuseries, International TV Shows, Spanish-Language TV Shows",9/14/2018,2018,,Docuseries,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80194704,Car Masters: Rust to Riches,TV_Show,Reality TV,9/14/2018,2018,,Reality TV,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80225949,Norm Macdonald Has a Show,TV_Show,"Stand-Up Comedy & Talk Shows, TV Comedies",9/14/2018,2018,United States,Stand-Up Comedy & Talk Shows,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
81002336,Super Monsters Monster Party,TV_Show,Kids' TV,9/14/2018,2018,,Kids' TV,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80993613,The Rise of Phoenixes,TV_Show,"International TV Shows, Romantic TV Shows, TV Action & Adventure",9/14/2018,2018,China,International TV Shows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81095103,Kabaneri of the Iron Fortress: The Battle of Unato,TV_Show,"Anime Series, International TV Shows, TV Horror",9/13/2019,2019,,Anime Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80217779,Marianne,TV_Show,"International TV Shows, TV Dramas, TV Horror",9/13/2019,2019,France,International TV Shows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80211572,Monarca,TV_Show,"International TV Shows, Spanish-Language TV Shows, TV Dramas",9/13/2019,2019,Mexico,International TV Shows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80217669,Top Boy,TV_Show,"British TV Shows, Crime TV Shows, International TV Shows",9/13/2019,2019,United Kingdom,British TV Shows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80153467,Unbelievable,TV_Show,"Crime TV Shows, TV Dramas",9/13/2019,2019,United States,Crime TV Shows,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80993062,The I-Land,TV_Show,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",9/12/2019,2019,United States,TV Action & Adventure,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
81098586,"The Mind, Explained",TV_Show,"Docuseries, Science & Nature TV",9/12/2019,2019,United States,Docuseries,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
81011508,Life,TV_Show,"International TV Shows, Korean TV Shows, TV Dramas",9/12/2018,2018,South Korea,International TV Shows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80223685,Daniel Sloss: Live Shows,TV_Show,"Stand-Up Comedy & Talk Shows, TV Comedies",9/11/2018,2018,United States,Stand-Up Comedy & Talk Shows,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
80189586,If I were an Animal,TV_Show,"Docuseries, Kids' TV, Science & Nature TV",9/11/2018,2018,,Docuseries,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
81077065,Terrace House: Tokyo 2019-2020,TV_Show,"International TV Shows, Reality TV",9/10/2019,2019,,International TV Shows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81073764,Loo Loo Kids: Johny & Friends Musical Adventures,TV_Show,Kids' TV,9/1/2019,2016,,Kids' TV,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80241003,Serial Killer with Piers Morgan,TV_Show,"British TV Shows, Crime TV Shows, Docuseries",9/1/2019,2018,United Kingdom,British TV Shows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81154900,Transformers Rescue Bots Academy,TV_Show,Kids' TV,9/1/2019,2019,United States,Kids' TV,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
81154956,Transformers: Cyberverse,TV_Show,Kids' TV,9/1/2019,2018,,Kids' TV,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
81004113,Age of Rebellion,TV_Show,"Crime TV Shows, International TV Shows, TV Dramas",9/1/2018,2018,Taiwan,Crime TV Shows,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80994108,Sisters,TV_Show,"International TV Shows, TV Comedies, TV Dramas",9/1/2018,2018,Australia,International TV Shows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81004162,The Road to Calvary,TV_Show,"International TV Shows, TV Dramas",9/1/2018,2017,Russia,International TV Shows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80188969,A Boy Name Flora A,TV_Show,"International TV Shows, TV Comedies, TV Dramas",9/1/2017,2017,Taiwan,International TV Shows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80189155,A House of Blocks,TV_Show,"International TV Shows, TV Dramas, TV Horror",9/1/2017,2017,,International TV Shows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80189208,All About Love,TV_Show,"International TV Shows, TV Dramas, TV Horror",9/1/2017,2017,Taiwan,International TV Shows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80178543,FINAL FANTASY XIV Dad of Light,TV_Show,"International TV Shows, TV Dramas",9/1/2017,2017,Japan,International TV Shows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
70213196,Gurren Lagann,TV_Show,"Anime Series, International TV Shows",9/1/2017,2007,Japan,Anime Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70208520,High Risk,TV_Show,"Docuseries, Reality TV",9/1/2017,1988,United States,Docuseries,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80105933,LEGO Elves: Secrets of Elvendale,TV_Show,Kids' TV,9/1/2017,2017,United States,Kids' TV,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80133200,Maniac,TV_Show,"International TV Shows, TV Comedies, TV Dramas",9/1/2017,2015,Norway,International TV Shows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80200913,Tip the Mouse,TV_Show,Kids' TV,9/1/2017,2014,"Germany, United States, Italy",Kids' TV,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80118873,Conspiracy,TV_Show,"British TV Shows, Docuseries",9/1/2016,2015,United Kingdom,British TV Shows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70229514,Dead Set,TV_Show,"British TV Shows, TV Horror, TV Thrillers",9/1/2016,2008,United Kingdom,British TV Shows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70303288,Easy Fortune Happy Life,TV_Show,"International TV Shows, Romantic TV Shows, TV Comedies",9/1/2016,2009,Taiwan,International TV Shows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80111273,Game Winning Hit,TV_Show,"International TV Shows, TV Comedies, TV Dramas",9/1/2016,2009,Taiwan,International TV Shows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80111710,Lucky Days,TV_Show,"International TV Shows, Romantic TV Shows, TV Comedies",9/1/2016,2010,China,International TV Shows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80128337,Station Horizon,TV_Show,"International TV Shows, TV Comedies, TV Dramas",9/1/2016,2015,Switzerland,International TV Shows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
70303289,The Fierce Wife,TV_Show,"International TV Shows, Romantic TV Shows, TV Dramas",9/1/2016,2010,Taiwan,International TV Shows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80111614,The Womanizer,TV_Show,"International TV Shows, Romantic TV Shows, TV Comedies",9/1/2016,2010,China,International TV Shows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80111275,The Year of Happiness and Love,TV_Show,"International TV Shows, Romantic TV Shows, TV Comedies",9/1/2016,2009,Taiwan,International TV Shows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80118889,Witches: A Century of Murder,TV_Show,"British TV Shows, Crime TV Shows, Docuseries",9/1/2016,2015,United Kingdom,British TV Shows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80216665,Rhythm + Flow,TV_Show,Reality TV,10/9/2019,2019,United States,Reality TV,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80113144,StoryBots Super Songs,TV_Show,Kids' TV,10/7/2016,2016,United States,Kids' TV,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80174918,ID-0,TV_Show,"Anime Series, International TV Shows",10/6/2017,2017,Japan,Anime Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80215730,Legend Quest: Masters of Myth,TV_Show,Kids' TV,10/5/2019,2019,Mexico,Kids' TV,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
