Title,Year,Genre-Horror,Genre-Thriller,Genre-Sci-Fi,Genre-Mystery,Genre-Romance,Genre-Fantasy,Genre-Comdey,Genre-Drama,Genre-Crime,Genre-War,Genre-Western,Genre-Musical,Genre-Family,Genre-Adventure,Genre-Sport,Genre-History,Release_Country,Movie_Rating,Review_Rating,Language,Day,Month,Movie Length
Kandisha ,2008, Horror, Thriller,NO GENRE,Mystery,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,7.8,Arabic|English|French,5,Apr,91
The Recall ,2017, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,4.9,English,2,Jun,90
Kingdom Come ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Australia,NOT RATED,4.3,English,20,Aug,97
Black Mountain Side ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,4.8,English,26,Jan,99
Hansel & Gretel: Witch Hunters ,2013, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,6.1,English,25,Jan,88
Evil Night ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,UK,NOT RATED,5.1,English,10,Sep,55
The Last Vampyre on Earth ,2013, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,TV-MA,4.5,English|English,17,Feb,75
Reel Evil ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,3.5,English,4,Dec,78
Sorrow ,2015, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,3.2,English,21,Apr,91
Shame the Devil ,2013, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,3.5,English,9,Sep,94
Deadly Revisions ,2013, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,4.6,English,29,Sep,95
Dismembering Christmas ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,4.3,English,13,Oct,74
Cruel ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,France,NOT RATED,6.4,French,1,Feb,108
Stormhouse ,2011, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,4.2,English,7,Feb,88
Antidote ,2013, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,4.6,English,2,Dec,80
3 Bellezas ,2014, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Venezuela,R,6.6,Spanish,23,Jan,97
Chimères ,2013, Horror,NO GENRE,NO GENRE,NO GENRE, Romance,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,5.2,French,16,Oct,82
The Trouble with Barry ,2013, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,6.9,English,15,Mar,88
Angels with Tethered Wings ,2014, Horror, Thriller,NO GENRE, Mystery,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,UNRATED,4.2,English,14,Apr,99
The Fear of Darkness ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Russia,TV-MA,4,English,17,Nov,91
The Road ,2011, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,5.6,Filipino|Tagalog|English,11,May,110
666 the Devil's Child ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,3.6,English,25,Jul,74
Evil Bong: High 5 ,2016, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,4.6,English,20,Apr,70
Dead Mine ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Indonesia,NOT RATED,4.6,English,3,Jan,87
Nocturna ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,3.6,English,6,Oct,92
Motivational Growth ,2013, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE, Fantasy,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,5.9,Spanish|English,9,Nov,104
Black Eyed Children: Let Me In ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,TV-14,3,English,1,Jan,69
3 AM: A Paranormal Experience ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,India,NOT RATED,6.3,Hindi,26,Sep,103
Slash 3 ,2015, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,7.7,English,24,Jul,124
The Amazing Adventures of the Living Corpse ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE, Fantasy,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,3.7,English,14,Jul,88
Creep Van ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Hungary,NOT RATED,4,English,20,Jul,80
Slaughter Creek ,2011, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,UK,NOT RATED,3.2,English,29,Apr,94
Bigfoot vs. D.B. Cooper ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,2.5,English,1,Jul,77
Never Open the Door ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,7.5,English,1,Dec,64
Night of the Naked Dead ,2012, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,2.3,English,1,Nov,87
Warning Shadows ,1923, Horror,NO GENRE,NO GENRE, Mystery, Romance,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Germany,UNRATED,7,German,29,Nov,90
Sickhouse ,2016, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,4,English,1,Jun,68
Devil's Deal ,2013, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE, Western,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,2.6,English,3,Mar,101
Raaz 3: The Third Dimension ,2012, Horror, Thriller,NO GENRE,NO GENRE, Romance,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,India,R,4,Hindi,7,Sep,139
Hollows Grove ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,5,English,21,Oct,81
Shark Week ,2012, Horror,NO GENRE, Sci-Fi,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,TV-14,2.4,English,4,Aug,89
The Oregonian ,2011, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,4.2,English,8,Jun,81
From Jennifer ,2017, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,TV-MA,7.4,English,26,Sep,85
The Summoning ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,TV-MA,3.2,English,13,Oct,88
Chasing the Devil ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,5,English,7,Mar,84
Nine Miles Down ,2009, Horror, Thriller, Sci-Fi,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,South Korea,NOT RATED,5.5,English,28,Jun,86
Bloodline ,2013, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,3.8,English,27,Sep,88
Baby Blues ,2013, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,3.8,Chinese,2,Sep,92
Badlands of Kain ,2016, Horror,Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,TV-14,5.6,English,5,Apr,108
La cueva ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Spain,NOT RATED,5.7,Spanish,11,Jul,80
The Bates Haunting ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Philippines,NOT RATED,3.2,English,5,Mar,76
The Kiss of a Killer ,2013, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,4.1,German|English|Russian,3,Dec,106
6 Degrees of Hell ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,UK,NOT RATED,2.6,English,30,Sep,90
Lipstick ,2013, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Japan,NOT RATED,3.8,Japanese,2,Nov,70
ThanksKilling 3 ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,3.2,English,13,Nov,99
Black Eve ,2010, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Canada,UNRATED,4.1,English,7,Oct,78
Chemical Peel ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,5.7,English,14,Oct,95
Ju-on: The Final Curse ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Japan,NOT RATED,4.5,Japanese,20,Jun,90
The Blind King ,2016, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Italy,NOT RATED,3.1,English,14,Oct,90
War of the Dead ,2011, Horror, Thriller, Sci-Fi,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE, War,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Finland,NOT RATED,4.1,English,4,May,86
Bleeding Hearts ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,4.3,English,3,Feb,100
Rise of the Dinosaurs ,2013, Horror,NO GENRE, Sci-Fi,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,South Korea,R,2.3,English,10,Mar,83
ZK: Elephant's Graveyard ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Germany,NOT RATED,2.8,English,11,Feb,104
Summer of Blood ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,UNRATED,5.4,English,17,Apr,86
Silent Retreat ,2013, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,4.2,English,23,Jun,95
Camp Massacre ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,4,English,12,Apr,130
Silent But Deadly ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,5.9,English,14,Feb,99
Night Claws ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,2.5,English,11,Dec,83
Wasteland ,2013, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,3.3,English,1,Sep,92
100 Ghost Street: The Return of Richard Speck ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,4,English,24,Jul,84
Vampire Boys 2: The New Brood ,2013, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,2.1,English,29,Jan,75
Trace ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,TV-MA,3.4,English,27,Oct,90
Crawl or Die ,2014, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,4.2,English,12,Aug,90
Strange Blood ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,3.1,English,1,Apr,80
The Hexecutioners ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,4.2,English,11,Jun,95
Bikini Swamp Girl Massacre ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,3.9,English,29,Apr,83
4 Dead Girls: The Soul Taker ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,TV-MA,2.4,English,18,Aug,95
Attack of the Morningside Monster ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,4.7,English,14,Jan,93
Delivery: The Beast Within ,2013, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,5.4,English,18,Jun,84
Toxin ,2015, Horror, Thriller, Sci-Fi,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,2.8,English,30,Jan,77
Haunting of Cellblock 11 ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Philippines,R,4.3,English,4,Mar,85
Hold Your Breath ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,3.2,English,5,Oct,87
Taeter City ,2012, Horror, Thriller, Sci-Fi,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Italy,NOT RATED,5,English,15,Sep,72
Altar ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,5.7,English,17,Feb,94
Alone ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,India,NOT RATED,3.7,Hindi,16,Jan,133
Ju-on: The Beginning of the End ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Japan,NOT RATED,5.3,Japanese,28,Jun,91
Rabid Love ,2013, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,3.3,English,19,Apr,90
The Levenger Tapes ,2013, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,R,4.4,English,1,Sep,92
Lyle ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,6,English,12,Jul,65
Wither ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Sweden,NOT RATED,5,Swedish,9,Aug,95
House of Last Things ,2013, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Ukraine,NOT RATED,6.2,English,10,Oct,110
Dead Season ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,UNRATED,4.8,English,5,Jul,85
The Devil in Me ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,4.2,English|Latin,7,Aug,98
100 Bloody Acres ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,Australia,NOT RATED,6,English,1,Aug,91
Piranha Sharks ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,USA,NOT RATED,3.5,English,8,Aug,79
