Review_Rating,,Review_Rating Avgerage,,,Movie Length,,Movie Length Average
6.4,,,,,99,,
6.6,,,,,81,,
7,,,,,95,,
4.2,,,,,83,,
6,,,,,80,,
4.8,,,,,97,,
5.7,,,,,97,,
5.3,,,,,97,,
5.4,,,,,95,,
5.1,,,,,86,,
4.6,,,,,103,,
4.3,,,,,89,,
5.4,,,,,105,,
4.9,,,,,83,,
5.9,,,,,106,,
5.2,,,,,84,,
5,,,,,95,,
7.1,,,,,86,,
7,,,,,99,,
6.8,,,,,110,,
5.6,,,,,98,,
4.9,,,,,107,,
6.4,,,,,146,,
6.4,,,,,81,,
4.1,,,,,80,,
6.3,,,,,116,,
5.1,,,,,105,,
5.7,,,,,90,,
5.4,,,,,82,,
6.2,,,,,91,,
6.5,,,,,88,,
6.2,,,,,104,,
5.4,,,,,90,,
5.8,,,,,89,,
5.7,,,,,101,,
4.7,,,,,93,,
5.8,,,,,93,,
7.5,,,,,118,,
6.4,,,,,91,,
5,,,,,84,,
6.4,,,,,84,,
5.8,,,,,108,,
3.8,,,,,90,,
6.4,,,,,103,,
5.7,,,,,89,,
6,,,,,108,,
5.2,,,,,83,,
4.7,,,,,129,,
7.3,,,,,117,,
6.3,,,,,86,,
5.6,,,,,101,,
6.7,,,,,89,,
5.3,,,,,96,,
6.7,,,,,109,,
4.8,,,,,77,,
6.3,,,,,103,,
5.6,,,,,89,,
5.6,,,,,86,,
3.8,,,,,83,,
5.2,,,,,92,,
5.8,,,,,92,,
6.2,,,,,120,,
6.2,,,,,118,,
6.2,,,,,113,,
6.8,,,,,86,,
6.2,,,,,80,,
5.3,,,,,84,,
5.7,,,,,99,,
5.8,,,,,88,,
6.5,,,,,102,,
5.2,,,,,93,,
2.9,,,,,102,,
6.8,,,,,112,,
4.7,,,,,90,,
5.3,,,,,90,,
6.4,,,,,134,,
6,,,,,86,,
7,,,,,84,,
6.2,,,,,100,,
6,,,,,95,,
5.9,,,,,97,,
7.1,,,,,132,,
4.2,,,,,91,,
6.7,,,,,109,,
6.8,,,,,93,,
5.2,,,,,118,,
6.2,,,,,76,,
5.1,,,,,91,,
6.3,,,,,109,,
4.9,,,,,85,,
5.4,,,,,89,,
5.6,,,,,93,,
4.8,,,,,86,,
6.7,,,,,120,,
5.9,,,,,105,,
6.1,,,,,99,,
3.6,,,,,101,,
7.6,,,,,86,,
5.4,,,,,89,,
5.7,,,,,87,,
5.6,,,,,83,,
6.2,,,,,114,,
6.4,,,,,95,,
6.6,,,,,88,,
7.1,,,,,88,,
5.1,,,,,98,,
5.2,,,,,91,,
4.6,,,,,84,,
6.5,,,,,122,,
5.2,,,,,92,,
3.5,,,,,88,,
5.6,,,,,107,,
4.7,,,,,86,,
5.7,,,,,97,,
4.3,,,,,97,,
5.4,,,,,118,,
6.3,,,,,92,,
4.6,,,,,84,,
4.8,,,,,94,,
5.7,,,,,100,,
4.5,,,,,89,,
6.1,,,,,97,,
5.7,,,,,85,,
6.3,,,,,93,,
6,,,,,110,,
4.6,,,,,96,,
3,,,,,79,,
